Index, rightLegAngleSignal, leftLegAngleSignal, yPositionOfNoseSignal, xPositionOfRHipSignal, yPositionOfRHipSignal, xPositionOfLHipSignal, yPositionOfLHipSignal, pgram_rightLegAngleSignal, pgram_leftLegAngleSignal, pgram_yPositionOfNoseSignal, pgram_xPositionOfRHipSignal, pgram_yPositionOfRhipSignal, pgram_xPositionOfLHipSignal, pgram_yPositionOfLhipSignal, pgram_all,rightLegAngleSignal_interpolated, leftLegAngleSignal_interpolated, yPositionOfNoseSignal_interpolated, xPositionOfRHipSignal_interpolated, yPositionOfRHipSignal_interpolated, xPositionOfLHipSignal_interpolated, yPositionOfLHipSignal_interpolated
117,30.963756561279297,nan,nan,196.0,236.0,268.0,164.0,78.37747192382812,68.49774169921875,28.43820571899414,5.244625568389893,3980.942626953125,64.09626007080078,1638.4288330078125,1121.9111328125,30.963756561279297,46.947364807128906,180.0,196.0,236.0,268.0,164.0
118,30.963756561279297,nan,nan,212.0,324.0,276.0,164.0,1246.46435546875,270.1092224121094,248.5446319580078,1.6218461990356445,1554.70361328125,332.5320129394531,3538.35107421875,1233.71630859375,30.963756561279297,46.752628326416016,180.0,212.0,324.0,276.0,164.0
119,59.0362434387207,nan,nan,188.0,236.0,268.0,172.0,80.75182342529297,7.089295387268066,84.57889556884766,898.598876953125,612.526611328125,892.6038818359375,1295.3116455078125,1149.5941162109375,59.0362434387207,46.557891845703125,180.0,188.0,236.0,268.0,172.0
120,40.81508255004883,nan,nan,204.0,236.0,268.0,164.0,17.530582427978516,224.86158752441406,29.022241592407227,610.05810546875,1248.1990966796875,861.2108764648438,1982.134765625,1139.17822265625,40.81508255004883,46.363155364990234,180.0,204.0,236.0,268.0,164.0
121,35.83765411376953,nan,nan,204.0,228.0,268.0,156.0,0.4305606484413147,93.80721282958984,44.44659423828125,1047.7359619140625,7376.58935546875,55.39195251464844,184.25839233398438,1118.006103515625,35.83765411376953,46.168418884277344,180.0,204.0,228.0,268.0,156.0
122,52.25319290161133,nan,nan,220.0,268.0,276.0,132.0,20.814767837524414,98.00526428222656,2.6400015354156494,0.08701443672180176,800.2872924804688,1.5190311670303345,596.6614379882812,1174.226806640625,52.25319290161133,45.97368240356445,180.0,220.0,268.0,276.0,132.0
123,55.61965560913086,nan,nan,220.0,268.0,276.0,124.0,359.088134765625,83.1664810180664,163.26515197753906,9.76977252960205,3233.16796875,23.318035125732422,0.23979206383228302,1169.398681640625,55.61965560913086,45.77894592285156,180.0,220.0,268.0,276.0,124.0
124,42.51044845581055,nan,nan,204.0,236.0,nan,nan,12.118792533874512,2.7332160472869873,64.14192199707031,30.773616790771484,74.91740417480469,31.87545394897461,11354.4697265625,1104.0947265625,42.51044845581055,45.58420944213867,180.0,204.0,236.0,276.0,120.0
125,54.60520553588867,nan,nan,188.0,228.0,276.0,116.0,220.2244415283203,68.8382339477539,0.01777992583811283,7.263617515563965,7.0774312019348145,256.41162109375,333.7452697753906,1087.99462890625,54.60520553588867,45.38947296142578,180.0,188.0,228.0,276.0,116.0
126,nan,nan,nan,204.0,324.0,nan,nan,292.67633056640625,150.76087951660156,2.7907466888427734,351.2587585449219,225.642822265625,147.147705078125,2460.896728515625,1181.3424072265625,44.14763641357422,45.19473648071289,180.0,204.0,324.0,276.0,108.0
127,33.690067291259766,45.0,nan,188.0,212.0,276.0,100.0,388.8059387207031,109.083251953125,5.472521781921387,1326.1387939453125,733.1102905273438,301.75262451171875,2963.5390625,1034.6900634765625,33.690067291259766,45.0,180.0,188.0,212.0,276.0,100.0
128,26.565052032470703,nan,nan,188.0,196.0,268.0,100.0,118.93656158447266,16.32227897644043,0.5512158274650574,888.5404052734375,818.78076171875,1071.3310546875,0.3565065860748291,1003.5650634765625,26.565052032470703,45.0,180.0,188.0,196.0,268.0,100.0
129,nan,nan,nan,204.0,324.0,252.0,92.0,66.59132385253906,28.293163299560547,335.3746032714844,218.42401123046875,8016.59228515625,34.841617584228516,1112.0411376953125,1145.291015625,48.29097366333008,45.0,180.0,204.0,324.0,252.0,92.0
130,70.01689147949219,nan,nan,268.0,92.0,212.0,268.0,477.3229064941406,132.8983917236328,80.1339111328125,118.05034637451172,2014.3114013671875,335.6461486816406,9.862955093383789,1135.016845703125,70.01689147949219,45.0,180.0,268.0,92.0,212.0,268.0
131,nan,nan,nan,204.0,324.0,252.0,84.0,1.4499428272247314,5.148764133453369,135.14979553222656,689.4762573242188,210.99656677246094,9.018383026123047,1858.900634765625,1159.4039306640625,70.4039306640625,45.0,180.0,204.0,324.0,252.0,84.0
